name,calories,carbohydrate,total_fat,protein,cluster,day
"KELLOGG'S, Chocolate Chip, Waffles, EGGO",291.0,44.8,10.0,5.8,1,Saturday
"Emu, raw, outside drum",103.0,0.0,0.5,23.08,0,Saturday
"HORMEL ALWAYS TENDER, Fresh Pork, Center Cut Chops",167.0,0.84,9.6,18.74,0,Saturday
"Beef, broiled, cooked, patty, 85% lean meat / 15% fat, ground",250.0,0.0,15.0,25.93,1,Saturday
"Chicken, simmered, cooked, all classes, heart",185.0,0.1,7.9,26.41,0,Saturday
"Game meat, raw, ground, elk",172.0,0.0,8.8,21.76,0,Saturday
"Carrots, unprepared, frozen",36.0,7.9,0.5,0.78,0,Saturday
"Danish pastry, enriched, cinnamon",403.0,44.6,22.0,7.0,1,Saturday
"GARDENBURGER Veggie Medley Burger, unprepared, frozen",121.0,24.0,3.6,4.1,0,Saturday
"Cookies, special dietary, commercially prepared, chocolate chip",450.0,73.4,17.0,3.9,2,Saturday
"Ravioli, includes regular and light entrees, not prepared, frozen, cheese with tomato sauce",111.0,17.31,2.6,4.52,0,Saturday
"Wheat, hard red winter",327.0,71.18,1.5,12.61,1,Saturday
"Pork, roasted, heated, separable lean only, bone-in, rump, ham -- water added, cured",121.0,0.87,3.6,21.41,0,Saturday
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, ribeye petite roast",178.0,0.0,7.3,28.15,0,Saturday
"Rolls, plain, hamburger or hotdog",279.0,50.12,3.9,9.77,1,Saturday
"Puddings, dry mix, rice",376.0,91.2,0.1,2.7,1,Saturday
"Mollusks, raw, common, octopus",82.0,2.2,1.0,14.91,0,Saturday
"Cereals ready-to-eat, QUAKER Puffed Wheat, QUAKER",366.0,76.39,2.2,16.26,1,Saturday
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",306.0,0.0,26.0,16.53,1,Saturday
"Cereals ready-to-eat, CAP'N CRUNCH, QUAKER",398.0,85.51,5.1,4.39,1,Saturday
"Nance, drained, syrup, canned",95.0,22.79,1.3,0.56,0,Saturday
"Oil, walrus (Alaska Native)",900.0,0.0,100.0,0.0,2,Saturday
"Cereals ready-to-eat, Honeycomb Cereal, POST",394.0,86.63,2.9,6.01,1,Saturday
"Snacks, chocolate chip, uncoated, soft, granola bars",418.0,70.2,17.0,5.65,1,Saturday
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, mock tender steak, chuck",127.0,0.0,4.6,21.36,0,Saturday
"PACE, Dry Taco Seasoning Mix",188.0,56.29,0.0,0.0,0,Saturday
"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",403.0,66.72,11.0,9.38,1,Saturday
"Salad dressing, sweet and sour",15.0,3.7,0.0,0.1,0,Saturday
"Frostings, dry mix, fluffy, white",371.0,94.9,0.0,2.3,1,Saturday
"Corn flour, white, whole-grain",361.0,76.85,3.9,6.93,1,Saturday
"Chicken, raw, meat and skin, breast, broilers or fryers",172.0,0.0,9.3,20.85,0,Saturday
"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",244.0,0.0,19.0,17.07,1,Saturday
"Cereals ready-to-eat, COCO-ROOS, MALT-O-MEAL",389.0,86.75,4.6,3.41,1,Saturday
"Babyfood, tropical fruit medley",51.0,12.22,0.1,0.31,0,Saturday
"Gelatin desserts, prepared with water, dry mix",62.0,14.19,0.0,1.22,0,Saturday
"Snacks, reduced fat, made from dried potatoes, potato chips",502.0,64.76,26.0,4.56,2,Saturday
"Rice mix, unprepared, dry mix, cheese flavor",362.0,73.88,3.5,8.77,1,Saturday
"Snacks, smoked, beef sticks",550.0,5.4,50.0,21.5,2,Saturday
"Frankfurter, fat free, and turkey, pork, beef",109.0,11.21,1.6,12.5,0,Saturday
"Seal, liver (Alaska Native), ringed",116.0,2.9,3.3,18.6,0,Saturday
"Mushrooms, microwaved, white",35.0,6.04,0.5,3.91,0,Saturday
"Cabbage, with salt, drained, boiled, cooked, chinese (pe-tsai)",14.0,2.41,0.2,1.5,0,Saturday
"Veal, braised, cooked, separable lean and fat, blade, shoulder",225.0,0.0,10.0,31.26,1,Saturday
"Cheese, fat-free, cheddar or American, pasteurized process",148.0,13.4,0.8,22.5,0,Saturday
"Peas, unprepared, frozen, green",77.0,13.62,0.4,5.22,0,Saturday
"Cereals ready-to-eat, Honey Nut SCOOTERS, MALT-O-MEAL",387.0,79.62,4.5,8.59,1,Saturday
"Cake, prepared from recipe, sponge",297.0,57.7,4.3,7.3,1,Saturday
"Kanpyo, (dried gourd strips)",258.0,65.03,0.6,8.58,1,Saturday
"Lamb, raw, separable lean only, composite of trimmed retail cuts, frozen, imported, New Zealand",128.0,0.0,4.4,20.75,0,Saturday
"WORTHINGTON Prime Stakes, unprepared, canned",135.0,7.5,7.2,10.2,0,Saturday
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, steak, bottom round, round",198.0,0.0,12.0,20.71,0,Saturday
"Fish, raw, Pacific, herring",195.0,0.0,14.0,16.39,0,Saturday
"APPLEBEE'S, chicken tenders platter",297.0,17.98,16.0,19.62,1,Saturday
"MORNINGSTAR FARMS Asian Veggie Patties, unprepared, frozen",158.0,18.2,6.2,11.4,0,Saturday
"Fish, raw, mixed species, roe",143.0,1.5,6.4,22.32,0,Saturday
"Pate, truffle flavor",327.0,6.3,29.0,11.2,1,Saturday
"Potatoes, raw, flesh and skin",77.0,17.49,0.1,2.05,0,Saturday
"Beef stew, canned entree",99.0,7.85,5.5,4.41,0,Saturday
"Cereals ready-to-eat, KELLOGG'S SPECIAL K Chocolatey Strawberry, KELLOGG",368.0,83.3,3.9,6.9,1,Saturday
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, flat half, brisket",129.0,0.0,4.1,21.69,0,Saturday
"Bread, enriched, raisin",274.0,52.3,4.4,7.9,1,Saturday
"Soup, Chinese restaurant, wonton",32.0,5.25,0.3,2.08,0,Saturday
"Chard, with salt, drained, boiled, cooked, swiss",20.0,4.13,0.1,1.88,0,Saturday
"HUNGRY MAN, unprepared, frozen, Salisbury Steak With Gravy",136.0,6.96,8.5,7.96,0,Saturday
"Potatoes, dry form, granules with milk, dehydrated, mashed",357.0,77.7,1.1,10.9,1,Saturday
"Fish, raw, bluefish",124.0,0.0,4.2,20.04,0,Saturday
"Lamb, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, shank half, leg, domestic",217.0,0.0,11.0,26.73,1,Saturday
"Cheese, low sodium, parmesan",451.0,3.7,30.0,41.6,2,Saturday
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast or steak, chuck",134.0,0.19,5.4,21.03,0,Saturday
"Squash, with salt, drained, boiled, cooked, scallop, summer",16.0,3.3,0.2,1.03,0,Saturday
"Cardoon, without salt, drained, boiled, cooked",22.0,5.33,0.1,0.76,0,Saturday
"Bread, toasted, sprouted, wheat",205.0,36.82,0.0,14.3,1,Saturday
"Potatoes, with salt, skin only, baked",198.0,46.06,0.1,4.29,0,Saturday
"Oil, hazelnut",884.0,0.0,100.0,0.0,2,Saturday
"Chicken, raw, giblets, broilers or fryers",124.0,1.8,4.5,17.88,0,Saturday
"Ostrich, raw, tip trimmed",114.0,0.0,2.3,21.85,0,Saturday
"Salmon, smoked (Alaska Native), filets with skin, red (sockeye)",345.0,0.0,11.0,60.62,1,Saturday
Campbell's Brown Sugar And Bacon Flavored Baked Beans,123.0,23.08,1.9,3.85,0,Saturday
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, roast, eye of round, round",124.0,0.0,3.0,22.6,0,Saturday
"Rice and vermicelli mix, unprepared, beef flavor",359.0,76.02,1.3,10.84,1,Saturday
"Fast foods, and tomatoes, ground beef, beans, with cheese, nachos",219.0,21.39,12.0,6.21,1,Saturday
"Currants, dried, zante",283.0,74.08,0.3,4.08,1,Saturday
"Cowpeas, canned with pork, mature seeds, common (blackeyes, crowder, southern)",83.0,16.53,1.6,2.74,0,Saturday
"PIZZA HUT 12"" Super Supreme Pizza, Hand-Tossed Crust",243.0,25.62,11.0,10.9,1,Saturday
"McDONALD'S, BIG MAC (without Big Mac Sauce)",234.0,21.01,12.0,12.79,1,Saturday
"Ground turkey, pan-broiled crumbles, 15% fat, 85% lean",258.0,0.0,17.0,25.11,1,Saturday
"Beef, slow roasted, cooked, separable lean only, eye round, imported, New Zealand",164.0,0.0,5.0,29.68,0,Saturday
SILK Plain soy yogurt,66.0,9.69,1.8,2.64,0,Saturday
"Chicken, breast meat and skin, BBQ, rotisserie, broiler",175.0,0.09,7.7,26.37,0,Saturday
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, roast, bottom round, round",175.0,0.0,6.1,28.08,0,Saturday
"MURRAY, Peanut Butter Cookies, SUGAR FREE",505.0,55.8,31.0,9.5,2,Saturday
"SILK Plus Fiber, soymilk",41.0,5.76,1.4,2.47,0,Saturday
"Wocas, yellow pond lily (Klamath), Oregon, dried seeds",361.0,80.02,1.1,7.9,1,Saturday
"Papayas, raw",43.0,10.82,0.3,0.47,0,Saturday
"Doughnuts, glazed, french crullers",412.0,59.5,18.0,3.1,1,Saturday
"USDA Commodity pears, drained, light syrup, canned",62.0,16.21,0.2,0.28,0,Saturday
"Beef, raw, 90% lean meat / 10% fat, ground",176.0,0.0,10.0,20.0,0,Saturday
"Fish, dry heat, cooked, striped, bass",124.0,0.0,3.0,22.73,0,Saturday
"Oil, filling fat, palm kernel (hydrogenated), industrial",884.0,0.0,100.0,0.0,2,Saturday
"Lasagna with meat sauce, prepared, frozen",135.0,15.36,4.9,7.28,0,Saturday
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean only, steak, top sirloin",183.0,0.0,5.8,30.55,0,Saturday
"Soup, prepared with equal volume milk, canned, oyster stew",55.0,3.99,3.2,2.51,0,Saturday
"Mothbeans, raw, mature seeds",343.0,61.52,1.6,22.94,1,Saturday
"Cereals ready-to-eat, Bite Size, Maple & Brown Sugar, FROSTED MINI-WHEATS, KELLOGG'S",351.0,84.7,1.5,8.7,1,Saturday
"Celery, raw",16.0,2.97,0.2,0.69,0,Saturday
"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib",285.0,0.0,20.0,24.91,1,Saturday
"Squash, with salt, drained, boiled, cooked, crookneck and straightneck, summer",19.0,3.79,0.4,1.04,0,Saturday
"Puddings, prepared with whole milk, regular, dry mix, banana",111.0,18.44,2.9,2.74,0,Saturday
"Blackberries, raw",43.0,9.61,0.5,1.39,0,Saturday
"Fish, drained solids, without salt, canned in oil, white, tuna",186.0,0.0,8.1,26.53,0,Saturday
"Cheese, gjetost",466.0,42.65,30.0,9.65,2,Saturday
"Restaurant, prepared, beef, empanadas, Latino",335.0,31.19,18.0,11.31,1,Saturday
"Eggplant, without salt, drained, boiled, cooked",35.0,8.73,0.2,0.83,0,Saturday
"Pasta with Sliced Franks in Tomato Sauce, canned entree",90.0,12.7,2.4,4.37,0,Saturday
"Frozen novelties, SLIM-A-BEAR Chocolate Cone, KLONDIKE",224.0,45.32,4.1,4.09,1,Saturday
"Peppers, canned, green, chili",21.0,4.6,0.3,0.72,0,Saturday
"Corn, with salt, drained, boiled, cooked, kernels on cob, frozen, white, sweet",94.0,22.33,0.7,3.11,0,Saturday
"Fast foods, breaded and fried, shrimp",308.0,27.99,19.0,7.84,1,Saturday
"Veal, braised, cooked, pancreas, variety meats and by-products",256.0,0.0,15.0,29.1,1,Saturday
"MOTHER'S, Taffy Sandwich Cookies",475.0,69.9,20.0,3.8,2,Saturday
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, arm, shoulder, domestic",279.0,0.0,20.0,22.53,1,Saturday
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, shank half, leg, fresh, imported, Australian",231.0,0.0,14.0,25.25,1,Saturday
"Turkey sausage, cooked (include BUTTERBALL breakfast links turkey sausage), brown and serve, reduced fat",204.0,10.92,10.0,17.0,0,Saturday
"TACO BELL, Nachos",350.0,34.91,22.0,4.32,1,Saturday
"Fish, dry heat, cooked, mixed species, sturgeon",135.0,0.0,5.2,20.7,0,Saturday
"Peanuts, raw, valencia",570.0,20.91,48.0,25.09,2,Saturday
"Waffles, ready-to-heat, frozen, chocolate chip",297.0,45.68,10.0,5.8,1,Saturday
"Frankfurter, pork",269.0,0.28,24.0,12.81,1,Saturday
"Mollusks, dry heat, cooked, farmed, eastern, oyster",79.0,7.28,2.1,7.0,0,Saturday
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin",221.0,0.0,11.0,27.65,1,Saturday
"Beans, with salt, boiled, cooked, mature seeds, navy",140.0,26.05,0.6,8.23,0,Saturday
"Pasta, as purchased, spinach, fresh-refrigerated",289.0,55.72,2.1,11.26,1,Saturday
Reddi Wip Fat Free Whipped Topping,149.0,25.0,5.0,3.0,0,Saturday
"Rolls, wheat, dinner",273.0,46.0,6.3,8.6,1,Saturday
"Rice, cooked, enriched, parboiled, long-grain, white",123.0,26.05,0.4,2.91,0,Saturday
"Fruit juice smoothie, strawberry banana, ODWALLA",48.0,11.05,0.3,0.5,0,Saturday
"Cereals, with salt, cooked with water, CREAM OF RICE",52.0,11.5,0.1,0.9,0,Saturday
"Oil, (partially hydrogenated) and cottonseed, salad or cooking, soybean",884.0,0.0,100.0,0.0,2,Saturday
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",160.0,0.0,7.3,22.1,0,Saturday
SILK French Vanilla Creamer,133.0,20.0,6.7,0.0,0,Saturday
"Ground turkey, cooked",203.0,0.0,10.0,27.37,0,Saturday
"Water, generic, bottled",0.001,0.0,0.0,0.0,0,Saturday
"CAMPBELL'S Red and White, condensed, New England Clam Chowder",71.0,10.32,2.0,3.17,0,Saturday
"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, foreshank, frozen, imported, New Zealand",258.0,0.0,16.0,26.97,1,Saturday
"Fish, dry heat, cooked, striped, mullet",150.0,0.0,4.9,24.81,0,Saturday
"Frybread, made with lard (Apache)",309.0,46.01,10.0,8.38,1,Saturday
"Wheat flour, enriched, unbleached, 11.5% protein, white (industrial)",363.0,73.81,1.5,11.5,1,Saturday
"Pork, braised, cooked, separable lean and fat, whole, loin, fresh",239.0,0.0,14.0,27.23,1,Saturday
"CAMPBELL'S Soup on the Go, New England Clam Chowder",52.0,4.26,3.6,0.66,0,Saturday
"Babyfood, junior, vegetables and lamb, dinner",51.0,7.1,1.7,2.1,0,Saturday
"Passion-fruit juice, raw, yellow",60.0,14.45,0.2,0.67,0,Saturday
"Fast foods, french toast sticks",340.0,41.21,18.0,6.0,1,Saturday
"Pork, raw, with added solution, separable lean only, boneless, top loin (chops), loin, fresh",117.0,0.22,3.5,21.09,0,Saturday
"Pasta, DE BOLES, cooked, rice flour and rice bran extract, gluten-free",200.0,40.75,1.7,4.21,0,Saturday
"KEEBLER, bite size, Rainbow Chocolate Chip Cookies, CHIPS DELUXE",505.0,68.55,24.0,4.75,2,Saturday
"Snacks, unsalted, oil-popped, home-prepared, popcorn",500.0,58.1,28.0,9.0,2,Saturday
"Squash, raw, includes skin, zucchini, summer",17.0,3.11,0.3,1.21,0,Saturday
"Grape leaves, canned",69.0,11.71,2.0,4.27,0,Saturday
"Radishes, dried, oriental",271.0,63.37,0.7,7.9,1,Saturday
"Salami, beef, cooked",261.0,1.9,22.0,12.6,1,Saturday
"Cereals ready-to-eat, POST SELECTS Maple Pecan Crunch",413.0,77.4,8.7,8.5,1,Saturday
"Beef, baked, cooked, loaf, 95% lean meat / 5% fat, ground",174.0,0.0,6.4,27.31,0,Saturday
"Beverages, dairy based., powder, natural, Malted drink mix",428.0,71.21,9.5,14.29,1,Saturday
"Candies, M&M MARS 3 MUSKETEERS Truffle Crisp",538.0,63.15,29.0,6.41,2,Saturday
"Mayonnaise dressing, no cholesterol",688.0,0.3,78.0,0.0,2,Saturday
"Cookie, and chocolate coating, coconut, vanilla with caramel",489.0,64.1,26.0,3.5,2,Saturday
"CAMPBELL'S Soup on the Go, HEALTHY REQUEST Classic Tomato Soup",39.0,9.18,0.0,0.98,0,Saturday
"Pasta, cooked, corn and rice flour, gluten-free",179.0,38.05,1.0,3.2,0,Saturday
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, top loin steak, loin",275.0,0.0,19.0,25.69,1,Saturday
"Taro leaves, without salt, steamed, cooked",24.0,4.02,0.4,2.72,0,Saturday
"Rice, cooked, enriched, medium-grain, white",130.0,28.59,0.2,2.38,0,Saturday
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, bone-in, back ribs, rib",336.0,0.9,30.0,15.75,1,Saturday
"KEEBLER, Cashew Shortbread Cookies, SANDIES",535.0,59.3,31.0,6.3,2,Saturday
Spinach souffle,172.0,5.9,13.0,7.89,0,Saturday
"Cookies, with added fiber, reduced fat, commercially prepared, brownies",345.0,61.58,9.7,2.77,1,Saturday
"Potatoes, without salt, heated in oven, prepared, extruded, par fried, french fried, frozen",333.0,39.68,19.0,3.55,1,Saturday
"Beans, without salt, boiled, cooked, mature seeds, all types, kidney",127.0,22.8,0.5,8.67,0,Saturday
"Lentils, raw",352.0,63.35,1.1,24.63,1,Saturday
"Grapefruit juice, OCEAN SPRAY, unsweetened, bottled, white",34.0,7.93,0.1,0.58,0,Saturday
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, rib, domestic",361.0,0.0,30.0,22.13,1,Saturday
"GIRL SCOUTS, Thank U Berry Munch Cookies",491.0,70.0,22.0,4.6,2,Saturday
"Cake, commercially prepared, boston cream pie",252.0,42.9,8.5,2.4,1,Saturday
"Fish, kippered, Atlantic, herring",217.0,0.0,12.0,24.58,1,Saturday
"Beans, with salt, drained, boiled, cooked, frozen, yellow, snap",28.0,6.45,0.2,1.49,0,Saturday
"Pork, raw, separable lean only, bone-in, blade (chops or roasts), loin, fresh",143.0,0.0,5.8,21.22,0,Saturday
"POPEYES, skin and breading removed, meat only, Breast, Mild, Fried Chicken",157.0,0.0,4.5,28.98,0,Saturday
"Gravy, mix, dry, onion",322.0,67.64,3.0,9.0,1,Saturday
"Veal, grilled, cooked, boneless, cutlet, cap off, top round, leg",151.0,0.0,2.6,31.89,0,Saturday
"Kale, with salt, drained, boiled, cooked",28.0,5.63,0.4,1.9,0,Saturday
"Babyfood, toddler, fruit medley, juice treats",347.0,86.68,0.0,0.0,1,Saturday
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, rib, domestic",169.0,0.0,9.2,19.98,0,Saturday
"Ice creams, chocolate",216.0,28.2,11.0,3.8,1,Saturday
"Grapes, solids and liquids, heavy syrup pack, thompson seedless, canned",76.0,19.65,0.1,0.48,0,Saturday
"Alcoholic Beverage, Mouvedre, red, table, wine",88.0,2.64,0.0,0.07,0,Saturday
"Soup, home-prepared, chicken, stock",36.0,3.53,1.2,2.52,0,Saturday
"Milk, without added vitamin D, whole, dry",496.0,38.42,27.0,26.32,2,Saturday
"Cereals ready-to-eat, KASHI GOOD FRIENDS",299.0,79.3,3.2,9.4,1,Saturday
"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, arm, shoulder, domestic",244.0,0.0,19.0,17.19,1,Saturday
"Pasta, ANCIENT HARVEST, cooked, corn flour and quinoa flour, gluten-free",152.0,31.11,2.1,3.23,0,Saturday
"Rolls, oat bran, dinner",236.0,40.2,4.6,9.5,1,Saturday
"Cereals, dry, maple and brown sugar, Instant Oatmeal, QUAKER",368.0,76.91,4.6,9.2,1,Saturday
"Bread, and eggs, 80% margarine, prepared with 2% milk, dry mix, cornbread",330.0,54.46,9.6,6.59,1,Saturday
"SILK Chocolate, soymilk",58.0,9.47,1.4,2.06,0,Saturday
"Beef, broiled, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, steak, tenderloin",308.0,0.0,22.0,25.26,1,Saturday
"Snacks, lightly salted, potato chips",560.0,53.54,35.0,6.72,2,Saturday
"Cereals, dry, regular, white, hominy grits, QUAKER",361.0,79.2,1.6,8.8,1,Saturday
"KELLOGG'S, Buttermilk, Waffles, EGGO",278.0,39.0,11.0,6.6,1,Saturday
"WORTHINGTON Stakelets, unprepared, frozen",211.0,9.6,10.0,19.7,1,Saturday
"Turkey, raw, meat and skin, leg, all classes",144.0,0.0,6.7,19.54,0,Saturday
"Yachtwurst, cooked, with pistachio nuts",268.0,1.4,23.0,14.8,1,Saturday
"Babyfood, apple-sweet potato, juice",48.0,11.4,0.1,0.3,0,Saturday
"Egg, pasteurized, sugared, frozen, raw, yolk",307.0,10.95,23.0,13.87,1,Saturday
"Cherries, drained, heavy syrup, pitted, canned, sweet",83.0,21.07,0.2,0.73,0,Saturday
"Nuts, unblanched, dried, brazilnuts",659.0,11.74,67.0,14.32,2,Saturday
"KASHI, Frozen Entree, Sesame Chicken, STEAM MEAL",110.0,15.7,3.5,6.1,0,Saturday
"Cowpeas, with salt, boiled, cooked, mature seeds, common (blackeyes, crowder, southern)",116.0,20.76,0.5,7.73,0,Saturday
"Yogurt, fortified with vitamin D, 10 grams protein per 8 ounce, low fat, fruit",102.0,19.05,1.1,4.37,0,Saturday
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, roast, bottom round, round",212.0,0.0,11.0,26.77,1,Saturday
"Cornmeal, blue (Navajo)",398.0,76.93,5.4,10.4,1,Saturday
"Cornmeal, white, whole-grain",362.0,76.89,3.6,8.12,1,Saturday
"Puddings, sodium, potassium, with added oil, regular, dry mix, lemon",366.0,90.3,1.5,0.1,1,Saturday
"KEEBLER, Iced Oatmeal Cookies, TRADITIONS",463.0,71.0,18.0,5.4,2,Saturday
"USDA Commodity Chicken, drained, meat only, canned",162.0,0.0,5.7,27.52,0,Saturday
"Corn, without salt, drained, boiled, cooked, yellow, sweet",96.0,20.98,1.5,3.41,0,Saturday
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, lip off, boneless, rib eye steak",248.0,0.0,16.0,26.29,1,Saturday
"Fast foods, and ranch sauce, cheese, with lettuce, crispy chicken in tortilla",275.0,23.22,15.0,11.48,1,Saturday
"Chicken, drumstick meat and skin, BBQ, rotisserie, broiler",206.0,0.12,11.0,25.65,1,Saturday
"Lamb, braised, cooked, liver, variety meats and by-products",220.0,2.53,8.8,30.57,1,Saturday
"Lamb, raw, separable lean and fat, bone-in, leg chop/steak, imported, New Zealand",206.0,0.13,15.0,18.64,1,Saturday
"Cereals ready-to-eat, KELLOGG'S HONEY SMACKS, KELLOGG",380.0,88.5,2.2,5.7,1,Saturday
"Margarine-like, with added vitamin D, with salt, tub, 60% fat, vegetable oil spread",533.0,0.86,60.0,0.17,2,Saturday
"English muffins, wheat",223.0,44.8,2.0,8.7,1,Saturday
"Chicken breast, prepackaged, sliced, rotisserie seasoned, deli",98.0,2.92,1.9,17.4,0,Saturday
"Ostrich, raw, outside strip",120.0,0.0,2.2,23.36,0,Saturday
"Fish, dry heat, cooked, mixed species, whitefish",172.0,0.0,7.5,24.47,0,Saturday
"Cereals ready-to-eat, HONEY GRAHAM OH!S, QUAKER",412.0,83.65,7.6,3.92,1,Saturday
"Beverages, ready-to-drink., G performance O 2, Gatorade, PEPSICO QUAKER",26.0,6.43,0.0,0.0,0,Saturday
"Whale, subcutaneous fat (blubber) (Alaska Native), bowhead",870.0,0.0,97.0,0.4,2,Saturday
"Snacks, unsalted, made with partially hydrogenated soybean oil, plain, potato chips",536.0,52.9,35.0,7.0,2,Saturday
"Margarine-like, with salt, 20% fat, vegetable oil spread",175.0,0.4,20.0,0.0,0,Saturday
"Restaurant, without meat, vegetable lo mein, Chinese",121.0,20.16,2.4,4.77,0,Saturday
"APPLEBEE'S, coleslaw",120.0,13.17,7.1,0.79,0,Saturday
"Pork loin, lean only, cooked-roasted, bone-in, backribs, fresh",255.0,0.0,18.0,24.15,1,Saturday
"Doughnuts, sugared or glazed, chocolate, cake-type",417.0,57.4,20.0,4.5,1,Saturday
"Turkey, roasted, cooked, skin only, young hen",482.0,0.0,44.0,19.03,2,Saturday
"Beef, raw, Aust. marble score 9, separable lean and fat, boneless, small end rib steak/roast, rib, Wagyu, imported, Australian",405.0,0.42,38.0,14.54,1,Saturday
"Salad dressing, reduced calorie, honey mustard dressing",207.0,28.26,10.0,0.98,1,Saturday
"Margarine-like, with added vitamin D, with salt, unspecified oils, approximately 37% fat, vegetable oil spread",339.0,0.66,38.0,0.51,1,Saturday
"Potatoes, unprepared, frozen, salt added in processing, shredded, hash brown, yellow fleshed",81.0,17.98,0.1,2.04,0,Saturday
"CAMPBELL'S Soup on the Go, Creamy Broccoli Soup",52.0,4.26,3.6,0.66,0,Saturday
"Bread, commercially prepared (includes soft bread crumbs), white",266.0,49.42,3.3,8.85,1,Saturday
"Chicken, roasted, cooked, with added solution, meat and skin, drumstick, dark meat",180.0,0.05,9.0,24.72,0,Saturday
"Beverages, B12, B6, B3, B2, fortified with vitamins C, Monster, Energy Drink",47.0,11.28,0.0,0.47,0,Saturday
"ARBY'S, classic, roast beef sandwich",242.0,22.21,10.0,15.17,1,Saturday
"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib eye",234.0,0.0,13.0,27.95,1,Saturday
"Beef, baked, cooked, loaf, 75% lean meat / 25% fat, ground",254.0,0.0,17.0,24.56,1,Saturday
"Margarine-like, without salt, 20% fat, vegetable oil spread",175.0,0.4,20.0,0.0,0,Saturday
"Rice, dry, unenriched, parboiled, long-grain, white",374.0,80.89,1.0,7.51,1,Saturday
"Sauce, dry, cheese sauce mix",438.0,60.52,18.0,7.68,2,Saturday
"Bread stuffing, dry mix, bread",386.0,76.2,3.4,11.0,1,Saturday
"Veal, breaded, pan-fried, cooked, separable lean and fat, leg (top round)",238.0,9.91,9.2,27.29,1,Saturday
"Puddings, with no added salt, dry mix, tapioca",369.0,94.3,0.1,0.1,1,Saturday
"Cereals ready-to-eat, KELLOGG'S CINNAMON JACKS",397.0,83.0,7.8,5.9,1,Saturday
"Lima beans, with salt, boiled, cooked, mature seeds, large",115.0,20.88,0.4,7.8,0,Saturday
"Veal, braised, cooked, separable lean only, shank (fore and hind)",177.0,0.0,4.3,32.22,0,Saturday
"Fish, drained solids, canned, sockeye, salmon",167.0,0.0,7.4,23.59,0,Saturday
"JIMMY DEAN, unprepared, frozen, and Cheese Breakfast Biscuit, Egg, Sausage",328.0,21.07,23.0,9.29,1,Saturday
"Infant Formula, prepared from powder, with iron, ENFAMIL GENTLEASE LIPIL, MEAD JOHNSON",63.0,6.39,3.5,1.52,0,Saturday
"Vegetable smoothie, KALE BLAZER, NAKED JUICE",28.0,7.0,0.1,0.8,0,Saturday
"Cranberry juice cocktail, bottled",54.0,13.52,0.1,0.0,0,Saturday
"Walrus, dried (Alaska Native), meat",251.0,0.0,2.6,57.0,1,Saturday
"Gravy, fat free, slow roast, chicken, FRANCO-AMERICAN",34.0,6.78,0.0,1.69,0,Saturday
"Soup, condensed, canned, vegetable with beef broth",66.0,10.7,1.6,2.42,0,Saturday
"Babyfood, dry, with honey, oatmeal, cereal",391.0,69.3,7.0,13.5,1,Saturday
"Pork, unheated, separable lean and fat, bone-in, shank, ham, cured",177.0,0.41,9.9,21.61,0,Saturday
"Puddings, prepared with 2% milk, regular, dry mix, vanilla",101.0,18.53,1.7,2.94,0,Saturday
"Caribou, raw (Alaska Native), bone marrow",786.0,0.0,84.0,6.7,2,Saturday
"Onions, without salt, drained, boiled, cooked, chopped, frozen",28.0,6.59,0.1,0.77,0,Saturday
"Chicken, raw, giblets, capons",130.0,1.42,5.2,18.28,0,Saturday
